,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
778,Domingos Duarte\93090f69,pt POR,DF,Granada,es La Liga,26,1995,18.7,7,0.37,6,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
779,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,es La Liga,32,1989,19.7,4,0.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
780,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,25,1995,29.1,46,1.58,27,14,0,0,2,3,6,0.21,3,2,0,0,1,0,Matches
781,Leo Dubois\ff0ab48c,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,40,2.07,31,5,0,3,1,0,4,0.21,2,0,0,1,1,0,Matches
782,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26,2,0.08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
783,Ondrej Duda\79ca3e23,sk SVK,MF,Köln,de Bundesliga,26,1994,17.9,62,3.46,37,6,10,3,4,2,1,0.06,0,0,1,0,0,0,Matches
784,Jeremy Dudziak\5a8d6540,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,28,2.22,18,2,2,2,4,0,3,0.24,0,0,1,0,2,0,Matches
785,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,29,1992,16,8,0.5,6,0,0,2,0,0,2,0.13,1,0,0,1,0,0,Matches
786,Unai Dufur\c261b5dd,es ESP,DF,Osasuna,es La Liga,22,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
787,Denzel Dumfries\481c9ece,nl NED,DF,Inter,it Serie A,25,1996,22.5,55,2.44,42,2,5,4,2,0,6,0.27,4,1,0,0,1,0,Matches
788,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,1,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
789,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,48,2.24,39,1,1,1,1,5,5,0.23,5,0,0,0,0,0,Matches
790,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,15,0.52,11,1,0,3,0,0,2,0.07,1,1,0,0,0,0,Matches
791,Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,6,1.14,6,0,0,0,0,0,2,0.38,2,0,0,0,0,0,Matches
792,Hugo Duro\37e103f8,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
793,Hugo Duro\37e103f8,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,32,1.57,21,0,3,1,6,1,7,0.34,2,0,1,1,2,1,Matches
794,Jean-Kevin Duverne\0cbc8baa,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,47,1.41,40,3,3,0,1,0,6,0.18,6,0,0,0,0,0,Matches
795,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,95,4.15,64,11,6,3,8,3,12,0.52,10,2,0,0,0,0,Matches
796,Edin Džeko\3bb7f478,ba BIH,FW,Inter,it Serie A,35,1986,27.4,89,3.24,72,0,6,6,5,0,15,0.55,12,0,0,2,1,0,Matches
797,Enzo Ebosse\9ba7b4fa,cm CMR,DF,Angers,fr Ligue 1,22,1999,21,24,1.14,17,1,1,0,5,0,0,0,0,0,0,0,0,0,Matches
798,Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,16,1.27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
799,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,27,1993,37,4,0.11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
800,Éderson\a9202def,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,28,2.2,18,0,0,1,7,2,2,0.16,1,0,0,0,1,0,Matches
801,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,39,2.24,26,0,4,5,0,4,3,0.17,2,0,0,1,0,0,Matches
802,CJ Egan-Riley\d313e8ff,eng ENG,DF,Manchester City,eng Premier League,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
803,Maximilian Eggestein\beb882a8,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,49,2.01,41,2,0,2,2,2,6,0.25,5,0,0,0,1,0,Matches
804,Lilian Egloff\2f7fec15,de GER,FWMF,Stuttgart,de Bundesliga,18,2002,0.3,1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
805,Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,12,1.59,12,0,0,0,0,0,2,0.26,2,0,0,0,0,0,Matches
806,Julian Eitschberger\943b9602,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
807,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,17,0.93,14,0,0,1,2,0,0,0,0,0,0,0,0,0,Matches
808,Hugo Ekitike\5b92d896,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,38,2.69,22,1,9,3,3,0,9,0.64,4,0,2,2,1,0,Matches
809,Jurgen Ekkelenkamp\73d6a176,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8,15,1.88,12,0,0,1,1,1,0,0,0,0,0,0,0,0,Matches
810,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,32,1.68,24,0,3,4,1,0,3,0.16,2,0,1,0,0,0,Matches
811,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,18,1.33,9,0,3,0,4,2,5,0.37,2,0,1,0,1,1,Matches
812,Alberth Elis\104b4ad3,hn HON,FWMF,Bordeaux,fr Ligue 1,25,1996,15.7,35,2.24,27,0,1,1,5,1,2,0.13,2,0,0,0,0,0,Matches
813,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,21,5.46,14,1,1,3,2,0,1,0.26,1,0,0,0,0,0,Matches
814,Elif Elmas\cf007308,mk MKD,FWMF,Napoli,it Serie A,21,1999,18,50,2.78,37,2,4,1,3,3,9,0.5,6,1,0,0,1,1,Matches
815,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,29,1992,9,13,1.45,13,0,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches
816,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,10,0.43,7,0,0,1,1,1,1,0.04,1,0,0,0,0,0,Matches
817,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27,10,0.37,6,2,0,1,0,1,0,0,0,0,0,0,0,0,Matches
818,Sepe Elye Wahi\0d7b6576,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,27,1.36,16,0,2,0,7,2,6,0.3,4,0,0,0,1,1,Matches
819,Mohamed Elyounoussi\68dc0dac,no NOR,MFFW,Southampton,eng Premier League,26,1994,22.7,52,2.29,41,0,2,5,3,1,5,0.22,3,0,0,2,0,0,Matches
820,Adri Embarba\db8f0eba,es ESP,FWMF,Espanyol,es La Liga,29,1992,22.1,81,3.67,38,23,8,4,5,3,6,0.27,2,3,0,1,0,0,Matches
821,Breel Embolo\0b4f388a,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1997,24.1,79,3.28,54,0,2,4,15,4,9,0.37,6,0,0,1,2,0,Matches
822,Emerson\df8b52a5,br BRA,DF,Tottenham,eng Premier League,22,1999,25.4,49,1.93,40,0,4,2,1,2,4,0.16,4,0,0,0,0,0,Matches
823,Emerson\df8b52a5,br BRA,DF,Barcelona,es La Liga,22,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
824,Renaud Emond\5c9ac7f0,be BEL,MFFW,Nantes,fr Ligue 1,29,1991,2.1,1,0.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
825,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,12,0.85,9,0,1,1,1,0,4,0.28,2,0,1,0,1,0,Matches
826,Keita Endo\1a83027b,jp JPN,MFFW,Union Berlin,de Bundesliga,23,1997,0.6,2,3.27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
827,Wataru Endo\c149016b,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,55,1.71,43,0,3,4,3,2,2,0.06,2,0,0,0,0,0,Matches
828,Christian Eriksen\980522ec,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,53,5.08,26,24,0,1,2,0,7,0.67,3,3,0,0,1,0,Matches
829,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,9,0.31,6,0,0,0,2,1,2,0.07,0,0,0,0,1,1,Matches
830,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,17,1.18,12,0,0,3,2,0,3,0.21,1,0,0,1,1,0,Matches
831,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
832,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,25,1995,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
833,Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,es La Liga,31,1989,15.9,37,2.32,24,3,1,6,3,0,4,0.25,3,0,1,0,0,0,Matches
834,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,es La Liga,29,1992,37,72,1.95,52,10,2,2,1,5,4,0.11,3,0,0,0,0,1,Matches
835,Michael Esser\83e0eeb4,de GER,GK,Bochum,de Bundesliga,33,1987,3,1,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
836,Estanis\ace50e9f,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
837,Maxime Estève\1a066e69,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,5,0.24,3,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
838,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,25,1.43,20,3,0,2,0,0,3,0.17,3,0,0,0,0,0,Matches
839,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,4,0.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
840,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,33,1988,15,8,0.53,7,1,0,0,0,0,2,0.13,1,1,0,0,0,0,Matches
841,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,eng Premier League,23,1998,6.7,22,3.27,11,7,1,1,1,1,2,0.3,1,1,0,0,0,0,Matches
842,Abdessamad Ezzalzouli\bed68338,ma MAR,FWDF,Barcelona,es La Liga,19,2001,6.4,11,1.71,6,0,2,1,1,1,1,0.16,0,0,0,1,0,0,Matches
843,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,36,1985,37,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
844,Fabinho\7f3b388c,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,39,1.52,31,0,0,3,4,1,5,0.19,3,0,0,2,0,0,Matches
845,Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,19,1.03,12,3,2,1,1,0,4,0.22,3,0,0,0,1,0,Matches
846,Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,34,1987,0.4,2,4.74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
847,Wout Faes\9c221d14,be BEL,DF,Reims,fr Ligue 1,23,1998,37,18,0.49,16,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
848,Wahidullah Faghir\93c9e7d9,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,1.4,4,2.93,1,0,2,0,0,1,1,0.73,0,0,1,0,0,0,Matches
849,Romain Faivre\745ca0a3,fr FRA,FWMF,Lyon,fr Ligue 1,23,1998,9.9,48,4.86,24,17,3,1,2,1,5,0.51,2,1,1,1,0,0,Matches
850,Romain Faivre\745ca0a3,fr FRA,MF,Brest,fr Ligue 1,23,1998,19.9,72,3.61,34,28,3,4,3,0,8,0.4,3,4,0,1,0,0,Matches
851,Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,es La Liga,35,1986,9.3,14,1.5,7,0,2,3,2,0,3,0.32,0,0,0,2,1,0,Matches
852,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Bologna,it Serie A,30,1991,0.7,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
853,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,it Serie A,26,1995,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
854,Fali\72a84002,es ESP,DFMF,Cádiz,es La Liga,27,1993,20,12,0.6,9,1,0,1,0,1,2,0.1,1,1,0,0,0,0,Matches
855,Paolo Faragò\9085dd7c,it ITA,MF,Cagliari,it Serie A,28,1993,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
856,Omar Faraj\de627c8a,se SWE,FW,Levante,es La Liga,19,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
857,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,it Serie A,29,1991,28.6,42,1.47,32,2,3,3,2,0,9,0.31,8,0,0,1,0,0,Matches
858,Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,it Serie A,25,1996,6.5,17,2.61,12,2,0,3,0,0,3,0.46,3,0,0,0,0,0,Matches
859,Diego Farias\157d29b6,br BRA,MFFW,Cagliari,it Serie A,31,1990,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
860,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,23,1998,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
861,Ömer Faruk Beyaz\8307b663,tr TUR,FWDF,Stuttgart,de Bundesliga,17,2003,0.8,2,2.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
862,Noah Fatar\2693f6bc,fr FRA,DFMF,Angers,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
863,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,es La Liga,18,2002,3.7,10,2.68,7,0,0,0,2,1,2,0.54,1,0,0,0,1,0,Matches
864,Julien Faussurier\767212e6,fr FRA,MFDF,Brest,fr Ligue 1,34,1987,5.4,18,3.31,14,3,1,0,0,0,1,0.18,0,1,0,0,0,0,Matches
865,Andrea Favilli\44510fde,it ITA,FW,Genoa,it Serie A,24,1997,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
866,Federico Fazio\4e358a2d,ar ARG,DF,Salernitana,it Serie A,34,1987,15.9,15,0.94,12,0,1,2,0,0,1,0.06,0,0,0,1,0,0,Matches
867,Aleix Febas\38126309,es ESP,MF,Mallorca,es La Liga,25,1996,1.3,2,1.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
868,Adrian Fein\60097ff6,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,0.4,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
869,Nabil Fekir\bece776f,fr FRA,MF,Betis,es La Liga,28,1993,31,161,5.19,78,49,9,4,15,6,19,0.61,11,5,2,0,1,0,Matches
870,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,32,1989,16.7,9,0.54,8,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
871,Luiz Felipe\15d0c248,it ITA,DF,Lazio,it Serie A,24,1997,27.7,13,0.47,11,0,0,0,1,1,1,0.04,0,0,0,0,1,0,Matches
872,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,23,1997,8.7,3,0.34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
873,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,21,1999,14,44,3.14,30,1,5,2,5,1,10,0.71,8,0,1,0,0,1,Matches
874,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,30,1991,23.8,39,1.64,27,12,0,0,0,0,6,0.25,5,1,0,0,0,0,Matches
875,Evan Ferguson\4596da74,ie IRL,MF,Brighton,eng Premier League,16,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
876,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
877,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,26,1994,34.6,145,4.19,109,18,4,7,4,3,10,0.29,8,0,1,1,0,0,Matches
878,Edimilson Fernandes\3bb625ac,ch SUI,DFFW,Arminia,de Bundesliga,25,1996,3.1,10,3.18,9,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
879,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,30,1991,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
880,Álex Fernández\aa677a35,es ESP,MF,Cádiz,es La Liga,28,1992,22.8,38,1.67,26,7,0,3,0,2,2,0.09,2,0,0,0,0,0,Matches
881,Álvaro Fernández\f127d782,es ESP,GK,Brentford,eng Premier League,23,1998,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
882,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,3,0.52,1,0,0,2,0,0,1,0.17,0,0,0,1,0,0,Matches
883,Fernandinho\101da2b5,br BRA,MFDF,Manchester City,eng Premier League,36,1985,10.7,30,2.8,24,0,0,4,2,0,4,0.37,4,0,0,0,0,0,Matches
884,Fernando\41f32541,br BRA,MFDF,Sevilla,es La Liga,34,1987,20.6,23,1.12,21,1,1,0,0,0,3,0.15,2,1,0,0,0,0,Matches
885,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,7,0.38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
886,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,it Serie A,23,1998,16.6,29,1.75,24,4,1,0,0,0,5,0.3,5,0,0,0,0,0,Matches
887,Jordan Ferri\375622c5,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,32.3,69,2.13,60,0,1,2,5,1,3,0.09,3,0,0,0,0,0,Matches
888,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,it Serie A,28,1993,6.9,9,1.31,6,2,0,0,0,1,1,0.15,1,0,0,0,0,0,Matches
889,Fidel\eb82b6f1,es ESP,MFFW,Elche,es La Liga,31,1989,25.1,72,2.87,54,13,2,0,1,2,10,0.4,9,1,0,0,0,0,Matches
890,Karol Fila\50ac8941,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,7,1.13,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
891,Alfreð Finnbogason\f9e7c4ac,is ISL,FWMF,Augsburg,de Bundesliga,32,1989,3.2,6,1.85,5,0,0,1,0,0,2,0.62,1,0,0,1,0,0,Matches
892,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,it Serie A,25,1996,7.3,12,1.63,9,1,0,1,1,0,0,0,0,0,0,0,0,0,Matches
893,Vincenzo Fiorillo\a2565f79,it ITA,GK,Salernitana,it Serie A,31,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
894,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,eng Premier League,29,1991,11,37,3.36,32,0,1,3,0,1,6,0.55,4,0,0,1,0,1,Matches
895,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,eng Premier League,24,1996,19,43,2.26,34,4,1,1,1,2,4,0.21,2,1,0,0,0,1,Matches
896,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,28,1993,32,7,0.22,4,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
897,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,eng Premier League,25,1995,0.3,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
898,Alexis Flips\caef7840,fr FRA,FWMF,Reims,fr Ligue 1,21,2000,11.7,42,3.58,22,13,4,1,0,2,5,0.43,2,3,0,0,0,0,Matches
899,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Milan,it Serie A,30,1991,12.8,33,2.58,26,5,0,0,1,1,1,0.08,1,0,0,0,0,0,Matches
900,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,eng Premier League,21,2000,23.6,83,3.51,57,13,3,6,3,1,13,0.55,8,3,0,2,0,0,Matches
901,Mamadou Fofana\4c4ffacc,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
902,Seko Fofana\5313ed43,ci CIV,MF,Lens,fr Ligue 1,26,1995,37.3,112,3,89,0,9,5,9,0,9,0.24,8,0,0,0,1,0,Matches
903,Wesley Fofana\132a82f1,fr FRA,DF,Leicester City,eng Premier League,20,2000,7,4,0.57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
904,Youssouf Fofana\822d51d7,fr FRA,MF,Monaco,fr Ligue 1,22,1999,24.3,44,1.81,38,0,1,1,2,2,9,0.37,8,0,1,0,0,0,Matches
905,Thomas Foket\90eb507d,be BEL,DFMF,Reims,fr Ligue 1,26,1994,24.8,32,1.29,28,1,0,0,2,1,1,0.04,0,0,0,0,1,0,Matches
906,Thomas Fontaine\9f90c06b,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
907,José Fontán\1827a42d,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,2,0.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
908,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,37,1983,38,24,0.63,22,0,0,2,0,0,4,0.11,3,0,0,1,0,0,Matches
909,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,it Serie A,31,1990,0.6,4,6.21,1,1,0,0,2,0,1,1.55,0,1,0,0,0,0,Matches
910,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,eng Premier League,25,1996,31.1,87,2.8,67,8,4,5,2,1,9,0.29,7,1,0,1,0,0,Matches
911,Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,de Bundesliga,29,1991,19,54,2.85,36,8,6,2,1,1,6,0.32,3,1,1,0,1,0,Matches
912,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,eng Premier League,29,1991,17,27,1.59,26,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
913,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,eng Premier League,22,1999,2.3,2,0.86,1,0,0,1,0,0,1,0.43,0,0,0,1,0,0,Matches
914,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,33,1988,19,2,0.11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
915,Philipp Förster\76fa965f,de GER,FWMF,Stuttgart,de Bundesliga,26,1995,10.7,25,2.33,17,2,2,4,0,0,2,0.19,2,0,0,0,0,0,Matches
916,Francesco Forte\69e11a01,it ITA,FW,Venezia,it Serie A,28,1993,4.7,8,1.71,5,0,0,2,0,1,1,0.21,1,0,0,0,0,0,Matches
917,Steven Fortes\574aa9ec,cv CPV,DF,Lens,fr Ligue 1,29,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
918,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,38,1983,26,7,0.27,7,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
919,Tariqe Fosu\3dcef539,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
920,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,3,1.86,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
921,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,es La Liga,28,1993,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
922,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,es La Liga,28,1993,26,23,0.88,15,2,1,1,4,0,4,0.15,1,1,0,0,2,0,Matches
923,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,27,1.26,26,0,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches
924,Gianluca Frabotta\d80b1835,it ITA,DFFW,Hellas Verona,it Serie A,22,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
925,Raphael Framberger\626fab5f,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,19,2.02,15,3,0,0,0,1,0,0,0,0,0,0,0,0,Matches
926,Przemysław Frankowski\00a8d210,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,57,2.1,48,4,2,1,2,0,8,0.29,6,0,1,0,1,0,Matches
927,Enric Franquesa\40883e3a,es ESP,DF,Levante,es La Liga,24,1997,6.9,7,1.01,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
928,Fransérgio\deba6b05,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14,13,0.93,9,0,0,2,0,2,2,0.14,2,0,0,0,0,0,Matches
929,Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,eng Premier League,27,1994,16.3,47,2.89,28,8,0,5,5,1,6,0.37,3,1,0,1,1,0,Matches
930,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,it Serie A,21,1999,31.7,76,2.4,61,1,5,3,5,1,9,0.28,5,0,1,1,2,0,Matches
931,Fred\b853e0ad,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,57,2.53,47,0,1,1,4,4,8,0.36,6,0,0,0,1,1,Matches
932,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,2,0.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
933,Morten Frendrup\f4d60499,dk DEN,DFMF,Genoa,it Serie A,20,2001,7.7,15,1.94,10,0,1,1,0,3,3,0.39,2,0,0,0,0,1,Matches
934,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,60,2.28,50,5,2,2,0,1,5,0.19,4,1,0,0,0,0,Matches
935,Marvin Friedrich\b77f44a4,de GER,DF,M'Gladbach,de Bundesliga,25,1995,6.7,1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
